title,description,symbol,sentiment
Microsoft's Kaizala App Will Be Available to All Office 365 Commercial Users Worldwide,"Launched in India last year, Kaizala is now available in 18 languages across 28 markets in Asia, Middle East, Africa, and South America.",MSFT,
Microsoft 365 Subscription Bundle for Consumers in the Works: Report,A job listing spotted by Microsoft watcher Mary Jo Foley confirmed the existence of a Microsoft 365 Consumer Subscription.,MSFT,
Facebook Defends Data Sharing After New Report on Partner Deals,"The New York Times late Tuesday reported that some 150 companies could access detailed information about Facebook users, including data about their friends.",FB,
Al Pacino To Star As A Nazi Hunter In Jordan Peele?s Amazon Series ?The Hunt?,"And here we thought Peak TV had reached its proverbial?peak. We forgot all about Al Pacino.
That?s right, the Oscar-winning actor, and just all-around Hollywood legend, Al Pacino is poised to make the leap to the episodic TV side of the business thanks to none other than Jordan Peele. Yes, we have officially reached the peak of the Peak TV mountain and it?s only going to be downhill from here, everybody.
Continue reading Al Pacino To Star As A Nazi Hunter In Jordan Peele?s Amazon Series ?The Hunt? at The Playlist.",AMZN,
"Apple considered Samsung, MediaTek to supply 5G modems for 2019 iPhones","Apple Inc  held talks with Samsung Electronics Co Ltd  and MediaTek Inc  along with existing vendor Intel Corp  to supply 5G modem chips for 2019 iPhones, according to an Apple executive's testimony at a trial between Qualcomm Inc  and the U.S. Federal Trade Commission on Friday.
  
",AAPL,
Alphabet board sued on allegations of sexual misconduct cover-up,"Two shareholder lawsuits filed this week accused the board of Google parent Alphabet Inc of playing a direct role in covering up sexual misconduct claims against two former executives over the last five years.
  
",GOOGL,
"Google Play Listed Fake Android Apps With Over 50,000 Installations, Quick Heal Claims","Google Play - Google's Android app and content store - is no stranger to malware, fake apps, and money grabbing schemes.",GOOGL,
UPDATE 3-Coty makes changes to top management amid supply chain issues,"Cosmetics and fragrance maker Coty Inc
announced a major management shakeup on Friday, two
months after the CoverGirl and Max Factor brand owner appointed
a new chief executive officer as it grapples with supply chain
issues.
  
",AAPL,
Microsoft wins $1.76 billion defense contract -Pentagon,"Microsoft Corp has
been awarded a five-year contract worth $1.76 billion for
delivering enterprise services for the Defense Department, Coast
Guard and intelligence services, the Pentagon said on Friday.
(Reporting by David Alexander, editing by G Crosse)
  
",MSFT,
"Honor View 20 to Be Amazon India Exclusive, Registrations Begin","Huawei's sub-brand Honor is expected to launch the Honor View 20 in the global markets next month, with the first launch event set for Paris on January 22.",AMZN,
Google Play Offering Free Credit for App Purchases to Select Users: All You Need to Know,"There's a new banner popping up in select users' Google Play Store home page, offering them free credit for app purchases.",GOOGL,
"Google Pixel 3 Scores 101 on DxOMark, Ties With iPhone XR as Highest-Rated Single-Lens Phone",Google Pixel 3 has tied the iPhone XR?s score to become top-ranked single-lens smartphone on DxOMark.,GOOGL,
Google Now Uses Mobile-First Indexing for Over Half the Pages Shown in Search Results Globally,Google introduced mobile-first indexing about two years ago as it found that an increasing number of people were searching on Google using a smartphone.,GOOGL,
Google Duo Passes 1-Billion Downloads Mark on Google Play,Google launched Duo in 2016 along with instant messaging app Allo with much fanfare.,GOOGL,
"Redmi Note 5 Pro, Redmi 6 Pro, Mi A2, Other Xiaomi Phones Discounted in Amazon No. 1 Mi Fan Sale","Amazon has partnered with HDFC to offer 5 percent instant discount to all users who purchase a Xiaomi phone during the sale period, even on EMI transactions.",AMZN,
Pixel 3 Top Shot Camera Feature's Workings Detailed by Google,Google has now detailed how it manages to make the Top Shot feature work and all the processing that goes behind to bring that one good looking motion photo.,GOOGL,
Facebook?s Location Tracking for Ads Can?t Be Switched Off: Report,There is reportedly no way to stop Facebook from trying to determine your location even if you have turned off location tracking.,FB,
"Microsoft to Launch Webcams for Windows 10, Xbox One With Facial Recognition: Report",New USB Type-C webcams may add Windows Hello authentication to any Windows 10 PC,MSFT,
New ?Hanna? Trailer Reveals Its Teenage Assassin & Karen O Unveils A New Song For Series,"The modern laws of creative bankruptcy and burdens of Peak TV insatiability essentially demand that every movie is turned into a TV series these days. If it?s a movie property that?s idling, but doesn?t feel like it?s big-screen appropriate, chances are someone is turning that into a TV series. Case in point, ?Hanna,? the new Amazon Prime series about a teenage assassin.
READ MORE: The 50 Most Anticipated TV Shows Of 2019
?Hanna? is an adaptation of the 2011 action adventure thriller film that contains some prominent fairy tale elements, directed by Joe Wright (?Anna Karenina?) and starred Saoirse Ronan.
Continue reading New ?Hanna? Trailer Reveals Its Teenage Assassin & Karen O Unveils A New Song For Series at The Playlist.",AMZN,
Amazon's Ring Gave Employees Access to Customer Security Camera Feeds: Report,"Ring, an Amazon-owned company which sells security cameras, allowed employees unrestricted access to customer?s live feed and home video recordings.",AMZN,
GM's Cadillac will introduce EV in fight against Tesla: Sources,"In October, GM urged the Trump administration to back a nationwide program to boost sales of zero emission vehicles like electric cars, even as the government has proposed ending California's ability to require more clean vehicles.",TSLA,
Apple Upstages Amazon in Selecting New Tech Hub Locations,Apple may have won the prize for completing its search with the fewest hurt feelings.,AMZN,
Amazon to Invest in French Firm's Technology for Self-Driving Forklifts,Amazon could build a stake of almost a third in warehouse robotics firm Balyo in the next seven years.,AMZN,
"More Companies Are Bypassing Big App Stores, Costing Apple, Google Millions",A growing number of software companies are looking to bypass the dominant app store gatekeepers at Apple and Google.,AAPL,
Trump Hails Apple Plans for New Texas Campus,US President Donald Trump thanked Apple chief Tim Cook on Friday after the tech giant unveiled plans for a $1 billion campus in Texas.,AAPL,
"Microsoft Surface Go Pre-Orders Open in India, Price Starts at Rs. 37,999","Microsoft Surface Go price in India starts at Rs. 37,999 for the variant with 4GB RAM and 64GB storage. Release date looks to be December 27.",MSFT,
"Microsoft Surface Go Tablet Teaser Page Appears on Flipkart, India Launch Looks Imminent",A teaser page on Flipkart seemingly confirms that the relatively affordable Microsoft Surface Go tablet is about to be launched in India.,MSFT,
"'Sex Education,' 'Butterfly' join British streaming invasion","The reliance on U.K.-produced TV shows to flesh out US lineups -- especially on the streaming services -- is on full display this month, with the latest wave of this British invasion involving quartet of series making their debuts on Netflix, Amazon and Hulu, including a pair that deal frankly with teen issues.",AMZN,
"Tesla to Stop Selling Model S, Model X Cars With 75kWH Batteries From January 14",Tesla will stop selling the lowest-range versions of its Model S sedans and Model X SUVs. The higher-end versions of the S and X will still be sold.,TSLA,
"GM bucks gloomy earnings forecast trend, shares jump","General Motors Co  executives on Friday bucked gloomy forecasts for growth and sent the automaker's shares soaring, promising investors stronger 2019 earnings and outlining ambitious plans for its Cadillac brand to challenge Tesla Inc  in the growing electric vehicle market.
  
",TSLA,
Apple to Build New $1 Billion Campus in Texas,The announcement follows a promise by Apple in January to invest $30 billion in the United States.,AAPL,
"Microsoft Teams Gets Smart Camera, Location Sharing; Integration APIs and 'Praise' to Arrive Soon","Microsoft Teams collaboration service has received multiple mobile-only features such as smart camera, alongside location and audio sharing.",MSFT,
"Amazon Great Indian Sale Dates Announced, Major Deals Previewed","Amazon's Great Indian Sale returns this month with deals on smartphones, laptops, hard drives, TVs, and a lot more.",AMZN,
"Apple Watch, AirPods Selling Way More Than iPod Ever Did: Tim Cook",Apple CEO Tim Cook revealed the extent of the success of Apple Watch and AirPods in an interview with CNBC.,AAPL,
Google Launches Thai AI Project to Screen for Diabetic Eye Disease,The eye screening programme in Thailand follows a similar Google programme in India and highlights a push by big tech companies to show the social benefits of new AI technologies.,GOOGL,
"Apple's App Store Hits New Holiday Week Record, Garnered Over $322 Million New Year's Day Alone","App Store spending between Christmas Eve and New Year's Eve topped $1.22 billion (roughly Rs. 8,500 crores).",AAPL,
Facebook's Menlo Park Headquarters Evacuated After Bomb Threat,"The New York Police Department received an anonymous tip about a bomb threat regarding Facebook's campus in Menlo Park, California",FB,
Apple's Stark Warning May Be Ominous News for China,"What happens when the Chinese growth juggernaut slows? Or worse yet, grinds to a halt?",AAPL,
Are your Facebook friends making you feel sick?,"As social networking activity has become pervasive, researchers have been taking a closer look at its impact on our psychological and physical health.",FB,
