date,title,description
1/15/19 22:33,"Stocks making the biggest moves after hours: United Airlines, Snap, Apple & more",See which stocks are posting big moves after the bell.
1/15/19 22:33,Apple just announced $129 battery pack cases for its new iPhones,"Apple just announced new smart battery cases for the iPhone XS, iPhone XS Max and iPhone XR. The cases cost $129."
1/15/19 22:33,Apple reportedly replaced about 10 times more iPhone batteries than it expected to,"Apple reportedly upgraded about 11 million iPhone batteries during its iPhone battery replacement program. It had expected about 1 million to 2 million, according to a report."
1/15/19 22:33,Sofia Coppola Teams With Bill Murray & Rashida Jones For First Film In The A24/Apple Partnership,"Film fans had to wait four long years, between the releases of ?The Bling Ring? and ?The Beguiled,? for more Sofia Coppola goodness. But it appears it won?t take her that long to come back with her latest film, and she?s bringing one of her favorite collaborators along for the journey.
According to The Wrap, Coppola has agreed to write and direct her next film ?On the Rocks? for A24 and Apple.
Continue reading Sofia Coppola Teams With Bill Murray & Rashida Jones For First Film In The A24/Apple Partnership at The Playlist."
1/15/19 22:45,Fiona Apple to Perform at Chris Cornell Tribute Concert,"Josh Homme, Miley Cyrus, Miguel, and others have been added to ?I Am the Highway: A Tribute to Chris Cornell?"
1/15/19 22:45,Bill Murray and Rashida Jones to Star in New Sofia Coppola Movie On the Rocks,The first film in a new partnership between A24 and Apple
1/16/19 1:46,"Apple Reunites Bill Murray, Sofia Coppola for Its First Original Film From Oscar-Winning Studio A24","Bill Murray and Sofia Coppola are reteaming for a new feature-length film called On the Rocks, which will be the first original feature film for Apple, as part of its multi-year partnership with indie studio A24."
1/16/19 3:46,"iPhone XS, iPhone XS Max, iPhone XR Smart Battery Case Launched by Apple","The Smart Battery Case for the iPhone XS, iPhone XS Max, and iPhone XR comes in the US with a price tag of $129 (roughly Rs. 9,200)."
1/16/19 3:49,Theresa May faces confidence vote as Brexit goes down to the line,"With the clock ticking down to March 29, the date set in law for Brexit, the United Kingdom is now in the deepest political crisis in half a century as it grapples with how, or even whether, to exit the European project it joined in 1973."
1/16/19 7:00,Huawei founder Ren Zhengfei is an Apple fan and wants to live forever,"A rare discussion with foreign media is shedding new light on the tech tycoon.
    
"
1/16/19 9:00,Roku deleted the InfoWars app following a flood of user complaints,"Months after companies like Facebook and Apple deleted InfoWars apps and channels, Roku allowed an updated InfoWars app on its service."
1/16/19 10:45,Digital lettering techniques from Apple Christmas campaign illustrator Rachel Joy Price,Tips on how to create letters using discovered type and how to add depth to your letters using the iPad.
1/16/19 10:46,Apple is in talks with private Medicare plans about bringing its watch to at-risk seniors,Insurers are finding reasons to provide Apple Watches to members.
1/16/19 12:00,"Xiaomi, once dubbed the 'Apple of China,' has lost 40% of its value since its IPO last year","The company's six-month lockup period following its IPO just expired, ushering in a wave of sales by early investors."
1/16/19 17:46,Apple plans some hiring reductions after selling fewer iPhones: Bloomberg,"Apple Inc will cut back on hiring for some divisions after lower-than-expected iPhone sales and missing its revenue forecast for the holiday quarter, Bloomberg reported on Wednesday, citing sources familiar with the matter.
  
"
1/16/19 17:59,Apple plans some hiring reductions after selling fewer iPhones- Bbg,"Apple Inc will cut back on
hiring for some divisions after lower-than-expected iPhone sales
and missing its revenue forecast for the holiday quarter,
Bloomberg reported on Wednesday, citing sources familiar with
the matter.
  
"
1/17/19 23:01,"Orchards in natural habitats draw bee diversity, improve apple production",Apple orchards surrounded by agricultural lands are visited by a less diverse collection of bee species than orchards surrounded by natural habitats.
1/17/19 23:03,"TSMC Offers Gloomy Revenue Forecast, Slams Chipmaker Shares","The downbeat forecast by TSMC, a proxy for global tech demand with clients like Apple, Qualcomm, and Huawei bodes ill for its peers and suppliers such as Intel and Nvidia."
1/17/19 23:05,India grapple with sixth bowling option with series on the line,Whereas Australia's bugbear has been their inability to push past the 300-run barrier twice in a row
1/17/19 23:07,"Watch Fiona Apple, Ryan Adams, Metallica, Josh Homme, More at Chris Cornell Tribute Concert","Foo Fighters, Miguel, Miley Cyrus, and more also performed"
1/17/19 23:07,"Former Google exec Vic Gundotra has stepped down as CEO of AliveCor, a health-tracking start-up","AliveCor is best known for its Apple Watch band that includes a tiny electocardiogram sensor. It now competes with Apple, but Gundotra said the company just had its ""best quarter ever"" and that he stepped down for personal reasons."
1/17/19 23:12,Apple Orders New Sci-Fi Series From ?X-Men? Mastermind Simon Kinberg,"Apple?s upcoming streaming service is still, as the tech folks say, ?vaporware? (aka not an actual product, yet) but that isn?t stopping the massive corporation from continuing to purchase new content that will eventually infect cell phones around the globe. And for its latest foray in TV, the tech giant has enlisted one of Hollywood?s most high-profile producers, Simon Kinberg.
READ MORE: Simon Kinberg Apologizes For ?X-Men 3? & Explains How ?Thor: Ragnarok? Influenced ?Dark Phoenix?
Deadline is reporting that Kinberg, along with co-writer David Weil, has signed a deal to write and produce a 10-episode science fiction series for Apple.
Continue reading Apple Orders New Sci-Fi Series From ?X-Men? Mastermind Simon Kinberg at The Playlist."
1/17/19 23:14,"Apple Briefly Mentioned AirPower Support for Smart Battery Case, Seen to Work With iPhone X",The Smart Battery Case for the iPhone XS and iPhone XS Max is found to have a battery pack of 10.1Wh power.
1/17/19 23:15,"Apple, Amazon Called Out for 'Incorrect' Taiwan, Hong Kong References","China's top government-linked think tanks has called out Apple, Amazon.com and other foreign companies for not referring to Hong Kong and Taiwan as part of China."
1/17/19 23:20,Apple Said to Plan Hiring Reduction Due to iPhone Sales Struggles,"Apple will cut back on hiring for some divisions after selling fewer iPhones than expected and missing its revenue forecast for the holiday quarter, Bloomberg reported."
1/17/19 23:31,Apple CEO Tim Cook says the US government should let people track and delete their data 'on demand',"Apple Chief Executive Tim Cook said the U.S. Federal Trade Commission should form what he called a ""data-broker clearinghouse."""
1/18/19 1:00,Apple's Tim Cook Calls for Privacy Bill With Right to Delete Data,Cook called on US lawmakers Thursday to pass privacy legislation enabling consumers to see and delete their harvested online personal data from a central clearinghouse.
1/18/19 2:05,Apple Suppliers Lower 2019 Forecast After ?Extraordinary? Drop in Chinese iPhone Demand,The drop in the Chinese demand for iPhone models is forcing many Asian Apple suppliers to cut their 2019 forecasts.
1/18/19 5:01,iPhone XR Successor to Feature More Powerful LTE Antenna Setup: Report,Apple may release a successor to the iPhone XR this year with an improved antennae setup.
1/18/19 6:30,"Foxconn cuts 50,000 contract jobs in China - Nikkei","Apple Inc's biggest iPhone
assembler Foxconn Technology Group has let go around
50,000 contract workers in China since October, months earlier
than normal, Nikkei reported on Friday.
  
"
1/18/19 6:31,"Foxconn cuts 50,000 contract jobs in China: Nikkei","Apple Inc's  biggest iPhone assembler Foxconn Technology Group  has let go around 50,000 contract workers in China since October, months earlier than normal, Nikkei reported on Friday.
  
"
1/18/19 7:35,China's Communist Party should learn from Soviet collapse: Key CPC leader,"As China grapples with the continued slowdown of its economy amid the trade war with the US, an influential member of the ruling Communist Party of China has reminded the CPC of the collapse of the former Soviet Union and warned against repeating mistakes that led to its demise."
1/18/19 8:00,"REFILE-Austrian data privacy activist files complaint against Apple, Amazon, others","Apple and Amazon
are among eight tech firms named in a complaint filed
in Austria by non-profit organisation noyb, which cited their
failure to comply with the European Union's General Data
Protection Regulation (GDPR).
  
"
1/18/19 8:02,"Austrian data privacy activist files complaint against Apple, Amazon, others","Apple and Amazon are among eight tech firms named in a complaint filed in Austria by non-profit organization noyb, which cited their failure to comply with the European Union's General Data Protection Regulation (GDPR).
  
"
1/18/19 9:30,A top Apple analyst believes there's another 'shoe to drop' for the stock,"Though Apple has trumpeted its Services segment, the company's top analyst thinks the App Store is ""the next shoe to drop."""
1/18/19 12:30,Wall St Week Ahead-U.S. chipmakers may give clues on China hazard,"Intel Corp
operates mostly outside the Apple-sphere, and that is exactly
why whatever it says next week about business in its vital
Chinese market matters so much for investors.
  
"
1/18/19 12:33,"Apple Signs Deal With ?Friday Night Lights? Producer Jason Katims, Courts ?X-Men? Producer Simon Kinberg for New Sci-Fi Show","Apple is continuing to poach talent from all across Hollywood for their nascent film and television division, and they may have just added two names to their ever-growing list of collaborators. The tech company is ?near a deal? for a new science fiction series that hails from Simon Kinberg, the writer/producer who?s been shepherding the X-Men [?]
The post Apple Signs Deal With ?Friday Night Lights? Producer Jason Katims, Courts ?X-Men? Producer Simon Kinberg for New Sci-Fi Show appeared first on /Film."
